Gene	LFC	p.value	FDR	B
ENSG00000012232	-0.403791462318805	6.13517425827593e-16	1.13396133589945e-15	34.4342154766831
ENSG00000012660	-0.297675760702755	0.00100516685606359	0.001233679731592	6.69651948264092
ENSG00000012779	-0.184378268420771	0.00168848855464	0.00205009507087151	6.18781691147997
ENSG00000012822	-1.62065273314477	4.71518769633541e-130	5.99376567830742e-128	Inf
ENSG00000012963	0.302169847609823	1.18521424746988e-17	2.30575148089773e-17	Inf
ENSG00000012983	0.189070917969867	7.02592766173201e-07	9.78102115763289e-07	13.8376507814323
ENSG00000013016	-0.608818681050409	2.88264346938485e-30	8.06872588974595e-30	Inf
ENSG00000013275	0.789898043945004	3.18139970993004e-60	2.31278650936853e-59	Inf
ENSG00000013288	0.0564816684548681	0.159696886287086	0.172354987109036	1.56902810557947
ENSG00000013297	-4.01099625225713	4.53564312498007e-117	2.97053839778106e-115	Inf
ENSG00000013306	0.403417022196646	1.38404319289752e-24	3.28781243623809e-24	Inf
ENSG00000013364	0.375293166369897	9.25820160948499e-22	2.03435873835867e-21	Inf
ENSG00000013374	-0.273538472283747	2.35427309646535e-17	4.53195222745571e-17	Inf
ENSG00000013375	0.692686336627599	3.75571458463933e-31	1.07793402534344e-30	Inf
ENSG00000013392	-0.171887593930382	0.001177761181363	0.00144099030761183	6.54098265860896
ENSG00000013441	-1.30105222662167	1.10908191339865e-77	1.49607191188556e-76	Inf
ENSG00000013503	0.461094063486002	1.66346904896682e-21	3.633175043722e-21	Inf
ENSG00000013523	-0.514928844101092	7.92814991970217e-28	2.06462831841974e-27	Inf
ENSG00000013561	-0.0864023981030606	0.00722931286463928	0.00849326902620041	4.75995176609065
ENSG00000013563	0.00315363959280325	0.931701891413627	0.935839915081252	-2.68006314385008
ENSG00000013573	0.31189766283808	2.71349361229259e-05	3.56010755477909e-05	10.2430991068369
ENSG00000013583	-0.32197092826619	1.36260440292645e-09	2.07756622015775e-09	19.992068707888
ENSG00000013588	2.02908405968371	7.29237952946115e-47	3.36574940399938e-46	Inf
ENSG00000013619	-1.00486550474906	2.127521327587e-25	5.17020545592582e-25	Inf
ENSG00000013725	0.678243277102758	7.83219266452516e-31	2.22629922675446e-30	Inf
ENSG00000013810	2.12091774896311	2.95618737283987e-127	3.14616588488854e-125	Inf
ENSG00000014123	-0.0450440729439414	0.243280809864063	0.259143835882576	1.05042323750413
ENSG00000014138	0.916885584741798	1.35652966642512e-57	9.05646235785847e-57	Inf
ENSG00000014164	0.689826759783088	2.36492360020838e-43	9.7883626506766e-43	Inf
ENSG00000014216	0.353295558772805	2.24121587779519e-16	4.18842590254455e-16	35.3505062085572
ENSG00000014257	0.879838930771653	4.9492785921863e-16	9.16880306454685e-16	34.6573590279973
ENSG00000014641	-0.458768785003785	2.43997092157659e-12	4.05048045864199e-12	26.2321988920239
ENSG00000014824	0.234883337826631	1.89604576089144e-09	2.8766631386942e-09	19.6666348471016
ENSG00000014914	-0.594293091267535	4.91870669738492e-27	1.25583631571616e-26	Inf
ENSG00000014919	-0.29260220124552	9.17917504853516e-18	1.79224847770805e-17	Inf
ENSG00000015133	0.731947957153495	2.63830078547173e-28	6.97730048765172e-28	Inf
ENSG00000015153	0.242771143801315	1.54024727230948e-08	2.26169615698563e-08	17.6045656795503
ENSG00000015171	0.0294057088129943	0.48632880287535	0.505357390539006	-0.0214303822971027
ENSG00000015285	0.162113913467058	1.9570641081958e-09	2.96706252247052e-09	19.6356934330362
ENSG00000015475	0.260980339399336	1.05129432243702e-11	1.71144236002175e-11	24.7910996749717
ENSG00000015479	-0.349719943538077	6.48028735221174e-13	1.09831006013949e-12	27.5372178543528
ENSG00000015520	-0.467037428094553	0.00423009040173628	0.00502803058838227	5.28768619099841
